row	col	weight
LOC441377	LOC645979	0.990269045757584
LOC441377	LOC641768	0.989872265434361
LOC641768	LOC645979	0.988254966889581
LOC727984	LOC729340	0.987303639678679
LOC729340	LOC730255	0.986636108847827
LOC100129742	LOC100131205	0.984858594531333
LOC388621	LOC645157	0.984547731237553
LOC100134273	LOC100129599	0.984417056255793
LOC641848	LOC646527	0.98411833754867
LOC388076	LOC642828	0.984014285126887
LOC389787	LOC642828	0.983697696983366
LOC731640	LOC388621	0.983543118178828
LOC388076	LOC729340	0.982554699134993
LOC100132291	LOC100131205	0.982550786324827
LOC728484	LOC100132547	0.982238509149037
USP49	SPTLC1	0.981865454258213
LOC220433	LOC100129742	0.981825147371539
LOC100129028	LOC642828	0.981640711210341
RPS28	FLJ43681	0.981484185859374
FTHL3	LOC729009	0.981400820422971
FTHL8	LOC729009	0.981248896448239
LOC100129742	LOC642828	0.981233258602812
LOC255167	DTWD2	0.981133359500845
LOC728244	LOC391370	0.980973967342671
KIAA1751	LOC100129211	0.980908696637591
LOC727984	LOC730255	0.980835820329737
LOC729208	LOC100131205	0.980794887367988
LOC388076	LOC728484	0.980238062149472
RPS28	LOC100131205	0.980154701562847
LOC220433	LOC100131205	0.980120147839287
LOC642828	LOC729340	0.980110100067317
LOC100129502	DTWD2	0.979985585129563
LOC100129028	LOC100129742	0.979844792087609
LOC731640	LOC645157	0.97981054680503
LOC220433	LOC100134504	0.979804944365533
LOC651202	LOC220433	0.979796289973497
LOC651202	LOC729208	0.979714739731507
LOC728484	LOC100131672	0.979632005964927
LOC651202	LOC100129742	0.979590272455319
LOC100129742	LOC100132291	0.97955353334264
LOC388532	LOC731640	0.979418749091294
LOC100132585	CCBE1	0.979354593098373
LOC90586	LOC255167	0.979081157214757
LOC100132547	LOC100131672	0.978979652532821
LOC653156	LOC100129685	0.978932779354071
LOC100129742	LOC728590	0.978792693195118
LOC388076	LOC100132547	0.97876325179182
LOC388076	LOC727984	0.978542750610942
LOC100134504	LOC100130070	0.978523546434238
LOC131873	COL6A6	0.978329158843125
LOC653773	FLJ43681	0.978268483281646
LOC220433	LOC100129028	0.978264507714558
LOC642828	LOC730255	0.978108208021666
LOC728484	LOC100134504	0.977901343259437
GSTM1	GSTM2	0.977833060020287
LOC220433	LOC649946	0.97773922434018
LOC100131989	LOC100131718	0.977729219263103
LOC100134364	LOC100008589	0.977646348393516
LOC100131787	LOC100132547	0.977642835243894
LOC388076	LOC100131205	0.977616074046898
LOC649946	LOC728484	0.977607856603429
LOC100131787	LOC388076	0.977586166917033
USP49	LOC100129502	0.977504228061402
LOC440704	LOC100129502	0.977246838234509
RPS28	LOC100132291	0.97723778822464
LOC646527	LOC100131672	0.977221753727914
LOC649946	LOC100134504	0.977172288153445
LOC729009	FTHL2	0.977172117240196
LOC653773	LOC100132291	0.977146349912643
LOC649946	LOC100131205	0.977096698782447
LOC728903	LOC100129211	0.977028878686609
FLJ43681	LOC100131205	0.976984610566013
LOC100131989	LOC730990	0.976906039011702
NLRP8	SPTLC1	0.976905423996901
LOC100129742	LOC729208	0.976772604514709
USP49	DTWD2	0.976688649889107
LOC728484	LOC729340	0.976423491481833
LOC728244	LOC338870	0.976422373635152
LOC220433	LOC100129657	0.976421830385959
LOC389787	FLJ43681	0.976405439049573
LOC388076	FLJ43681	0.976401057025779
FLJ36131	LOC100129211	0.976374453009292
LOC728484	LOC100130070	0.976307354649442
LOC651202	LOC100131205	0.976181855360112
LOC100132291	LOC728590	0.976152849551931
LOC100131787	LOC728484	0.975915648483624
LOC388532	LOC388621	0.97585706410343
LOC728973	LOC645157	0.975846187772036
LOC100131787	LOC100131672	0.975843264213847
LOC653658	LOC653773	0.975724565831561
LOC100132291	LOC642828	0.975548260684503
FLJ36131	CCBE1	0.975539064043828
LOC649946	LOC100129657	0.975536475723509
NLRP8	LOC100132585	0.975495253973507
LOC728672	LOC100129742	0.975429744563905
LOC642828	LOC727984	0.975143574637474
LOC653773	LOC389787	0.975128208570563
LOC653658	LOC389787	0.974911895281591
FLJ43681	LOC642828	0.974884201841376
LOC220433	LOC645157	0.974876716461747
LOC728484	LOC642828	0.97480371581215
DEFA3	DEFA1	0.974761185715414
LOC653658	LOC100132291	0.974744487610731
FLJ43681	LOC100132291	0.974637004818061
LOC100129657	LOC100134504	0.974604147277219
LOC389787	LOC100132291	0.974554583015362
LOC100131205	LOC728590	0.974523318749892
LOC100129502	FAM73A	0.974516282553382
USP49	LOC100131989	0.974399526565451
LOC220433	LOC642828	0.97438112465714
LOC728672	LOC100131205	0.974257031289427
USP49	NLRP8	0.974238288401623
PTMA	LOC642828	0.9742019050946
NLRP8	CCBE1	0.974147668750512
KIAA1751	LOC100128098	0.974078411101861
RPL23	LOC100132291	0.973978554979585
KIAA1751	LOC728903	0.973878629685343
FTHL8	FTHL2	0.973856278057102
PTGES3	LOC100129742	0.973833772252484
LOC100132585	LOC389765	0.973759502691472
LOC100131718	SNAPC1	0.973715407819341
LOC389765	CCBE1	0.973699803777505
LOC646527	LOC100132547	0.973472752281053
PTMA	LOC728026	0.973441906230717
LOC649946	LOC388076	0.973371079133611
LOC220433	LOC100130070	0.973308636710988
FTHL8	FTHL3	0.973289307700633
LOC391656	LOC100132291	0.973242712429756
LOC440704	DTWD2	0.973172517010862
PTGES3	LOC100129028	0.973147046568487
LOC100129211	LOC100128098	0.973114193211585
CYCSL1	LOC389765	0.972926854562909
LOC100131718	LOC730990	0.972853062452012
DEM1	YRDC	0.97285276970165
LOC388621	LOC220433	0.972790595034346
LOC646527	LOC728484	0.972726393698469
LOC100131526	LOC100131672	0.972717996888308
LOC100130070	LOC644790	0.972676741162956
LOC100132291	LOC646819	0.972614400377297
LOC388532	LOC645157	0.972583283797093
LOC388621	LOC100131205	0.97257796101389
DUXAP3	DMC1	0.972563163447711
LOC100128098	LOC100129502	0.972534713426776
RPL7	LOC100129742	0.972517005295335
KIAA1751	DEM1	0.972501213875273
LOC255167	LOC100129502	0.972499764649175
LOC731640	LOC728973	0.972475817357579
